благородный	a	19.8
блеск	s	21.0
блестящий	a	19.5
верно	adv	29.5
вернуть	v	23.0
вернуться	v	89.4
верный	a	58.2
вероятно	adv	78.1
вероятность	s	82.3
вероятный	a	28.8
версия	s	40.8
вертикальный	a	46.1
вертолет	s	21.0
верхний	a	166.5
верховный	a	79.8
вершина	s	169.0
вес	s	110.1
веселый	a	26.3
весна	s	57.6
вести	v	224.0
вестись	v	66.9
вестник	s	22.0
весы	s	24.6
весь	apro	2968.1
весьма	adv	184.7
ветвь	s	73.5
ветер	s	38.1
вечер	s	98.0
вечный	a	41.6
вещество	s	246.8
вещь	s	248.0
взаимный	a	70.0
взаимодействие	s	270.6
взаимодействовать	v	39.7
взаимоотношения	s	53.3
взаимосвязанный	a	21.6
взаимосвязь	s	54.7
взгляд	s	224.7
взнос	s	31.7
взрослый	a	48.6
взрослый	s	62.9
взрыв	s	48.7
взыскание	s	61.0
взыскатель	s	25.2
взять	v	237.9
взяться	v	19.3
вид	s	1147.9
видение	s	32.6
видеть	v	408.7
видеться	v	19.7
видимо	adv	80.1
видимый	a	24.2
видно	adv	112.1
видный	a	52.4
визит	s	43.1
визуальный	a	25.3
вина	s	37.3
вино	s	30.8
виноватый	a	25.5
виртуальный	a	24.2
вирус	s	584.1
вирусный	a	115.1
вот	part	1579.7
впервые	adv	122.0
вперед	adv	72.9
впереди	adv	23.5
впечатление	s	75.2
вплоть	adv	47.7
вполне	adv	196.8
впоследствии	adv	46.1
вправе	adv	146.6
впрочем	adv	79.5
враг	s	37.6
врач	s	143.4
вращение	s	36.5
вред	s	75.2
вредитель	s	18.6
вредный	a	51.8
временной	a	121.6
время	s	2080.5
вроде	part	79.6
вроде	pr	31.8
вряд	adv	56.8
все	advpro	239.9
все	spro	1771.7
всегда	advpro	407.8
всего	part	126.7
вселенная	s	77.6
всемирный	a	35.2
всеобщий	a	42.4
всероссийский	a	29.5
все-таки	part	134.0
вскоре	adv	39.2
вслед	adv	22.7
вследствие	pr	81.2
вспоминать	v	43.5
вспомнить	v	83.5
вспомогательный	a	26.9
вспышка	s	41.2
вставать	v	37.1
встать	v	43.3
встретить	v	48.9
встретиться	v	38.4
встреча	s	135.3
встречать	v	34.6
встречаться	v	137.9
встречный	a	26.4
вступать	v	61.8
вступить	v	62.0
вступление	s	62.3
всякий	apro	217.5
вторичный	a	44.6
второй	anum	579.5
в-третьих	adv	24.5
вуз	s	48.1
вход	s	49.3
входить	v	210.5
входной	a	28.8
вчера	adv	86.9
вы	spro	1989.7
выбирать	v	65.1
выбор	s	245.4
глава	s	240.8
главное	adv	64.0
главное	s	58.0
главный	a	435.6
глагол	s	46.3
гладкий	a	21.0
глаз	s	214.9
глобализация	s	19.7
глобальный	a	84.8
глубина	s	117.1
глубинный	a	30.3
глубокий	a	147.6
глубоко	adv	38.9
глупый	a	22.2
глядеть	v	24.9
говорить	v	1122.4
говориться	v	64.7
год	s	4624.2
годовой	a	45.7
голова	s	202.8
головка	s	33.7
головной	a	50.5
голод	s	19.7
голос	s	86.9
голосование	s	43.0
голосовать	v	18.6
голубой	a	30.2
гора	s	47.4
гораздо	adv	93.5
горение	s	18.7
горизонт	s	38.5
горизонтальный	a	38.1
гормон	s	35.2
горный	a	100.4
город	s	378.8
городской	a	106.6
горячий	a	59.7
господи	intj	19.4
господин	s	36.6
гостиница	s	19.2
гость	s	76.5
государственный	a	955.6
государство	s	436.7
готовить	v	54.1
готовиться	v	30.2
готовность	s	58.2
готовый	a	171.2
гравитационный	a	23.4
градус	s	32.4
гражданин	s	355.8
гражданский	a	360.4
гражданство	s	28.4
грамм	s	22.8
грамматический	a	20.3
грамота	s	24.0
граница	s	230.9
грань	s	40.9
граф	s	38.0
график	s	42.6
графический	a	41.4
дизайн	s	28.0
дизайнер	s	20.3
дикий	a	47.4
динамика	s	146.6
динамический	a	61.6
диплом	s	24.1
дипломатический	a	22.6
директор	s	135.3
диск	s	30.7
дискретный	a	21.0
дискуссия	s	48.8
диссертация	s	32.9
дистальный	a	33.2
дистанционный	a	19.7
дистанция	s	27.6
дисциплина	s	54.8
дитя	s	42.5
дифференциальный	a	25.6
дифференциация	s	42.5
длина	s	247.0
длинный	a	111.3
длительность	s	31.7
длительный	a	91.0
длиться	v	20.7
для	pr	5044.8
дневник	s	25.4
дневной	a	25.7
дно	s	48.8
до	pr	2111.4
добавить	v	87.0
добавка	s	33.5
добавление	s	29.0
добавлять	v	38.8
добиваться	v	22.4
добиться	v	51.0
добро	s	30.8
добровольный	a	24.2
добрый	a	82.3
добыча	s	77.8
доверенность	s	21.0
доверие	s	39.2
доверительный	a	27.8
доверять	v	20.3
довести	v	27.6
довод	s	22.6
довольно	adv	148.7
довольный	a	29.2
договариваться	v	30.8
договор	s	548.7
договоренность	s	26.0
договориться	v	30.1
дождь	s	23.0
доза	s	71.5
дойти	v	47.2
доказательство	s	188.5
доказать	v	90.1
доказывание	s	25.5
доказывать	v	30.3
доклад	s	96.8
желтый	a	44.0
желудок	s	21.1
жена	s	160.0
жениться	v	19.9
женский	a	70.7
женщина	s	361.7
жертва	s	44.1
жест	s	19.0
жесткий	a	68.8
живой	a	217.5
живопись	s	28.0
живот	s	35.2
животное	s	229.8
животный	a	66.0
живучесть	s	19.2
жидкий	a	50.2
жидкость	s	94.0
жизнедеятельность	s	33.3
жизненный	a	85.5
жизнь	s	949.2
жилищный	a	27.9
жилка	s	18.6
жилой	a	59.9
жилье	s	37.6
жир	s	40.7
жирный	a	27.1
житель	s	63.3
жительство	s	49.9
жить	v	355.7
журнал	s	150.0
журналист	s	19.2
за	pr	2702.6
заболеваемость	s	24.0
заболевание	s	151.7
заболеть	v	23.5
забота	s	35.6
заботиться	v	20.9
забрать	v	18.9
забывать	v	43.1
забыть	v	91.6
заведение	s	45.0
заведомо	adv	24.1
завершение	s	45.2
завершить	v	37.4
завещание	s	22.2
зависеть	v	226.8
зависимость	s	287.2
завод	s	117.7
завтра	adv	76.6
заготовка	s	40.4
загрузка	s	22.0
загрязнение	s	54.8
задавать	v	52.3
задаваться	v	23.7
задание	s	96.3
заданный	a	55.1
задать	v	54.3
задача	s	722.4
задержка	s	31.2
звонить	v	64.8
звонок	s	20.2
звук	s	58.2
звучать	v	37.1
здание	s	127.0
здесь	advpro	594.4
здорово	adv	22.0
здоровый	a	82.4
здоровье	s	153.1
здравоохранение	s	42.3
здравствовать	v	31.2
зеленый	a	78.5
зелень	s	21.6
земельный	a	114.0
земля	s	354.7
земной	a	76.1
зенитный	a	28.6
зеркало	s	32.5
зерно	s	35.2
зима	s	59.2
зимний	a	32.8
зло	s	31.8
злой	a	23.7
знак	s	139.7
знакомство	s	28.6
знакомый	a	54.2
знакомый	s	40.3
знаменитый	a	64.3
знамя	s	19.0
знание	s	406.9
знать	v	985.3
значение	s	701.5
значимость	s	54.6
значимый	a	62.7
значит	adv	160.3
значительно	adv	157.2
значительный	a	263.8
значить	v	149.2
золото	s	58.1
золотой	a	67.6
зона	s	281.5
зрение	s	242.5
зритель	s	33.5
зрительный	a	28.2
зря	adv	20.5
зуб	s	58.7
и	conj	34053.7
ибо	conj	94.1
игра	s	182.2
играть	v	210.8
игровой	a	19.3
игрок	s	27.6
игрушка	s	23.9
идеал	s	51.6
идеальный	a	71.6
идентификация	s	48.4
идентифицировать	v	20.4
идентичность	s	32.7
идентичный	a	18.8
интимный	a	26.9
интуиция	s	28.9
инфекционный	a	39.0
инфекция	s	118.7
инфицирование	s	23.9
инфицированный	a	22.4
инфицировать	v	28.0
информационный	a	347.1
информация	s	701.9
инфраструктура	s	61.8
ион	s	46.5
иркутский	a	32.6
иск	s	145.7
искажение	s	19.2
искать	v	115.9
исключать	v	46.9
исключение	s	162.4
исключительно	adv	42.7
исключительно	part	25.8
исключительный	a	48.4
исключить	v	54.8
исковой	a	46.7
ископаемое	s	36.0
искусственный	a	62.5
искусство	s	219.1
исполнение	s	275.5
исполнитель	s	60.2
исполнительный	a	235.3
исполнить	v	26.9
исполнять	v	34.1
использование	s	757.9
использовать	v	668.7
использоваться	v	266.2
исправление	s	21.7
испытание	s	117.5
испытать	v	26.4
испытуемый	s	45.6
испытывать	v	64.6
исследование	s	799.6
исследователь	s	115.5
исследовательский	a	33.3
исследовать	v	163.1
истец	s	65.0
истечение	s	37.8
истина	s	74.4
истинный	a	59.2
исток	s	24.2
историк	s	74.0
исторически	adv	20.6
исторический	a	227.7
история	s	507.4
источник	s	294.6
истребитель	s	19.2
исход	s	29.0
исходить	v	146.2
исходный	a	165.8
исчезать	v	28.5
исчезнуть	v	29.3
исчисление	s	24.7
командование	s	22.8
комбайн	s	25.4
комбинат	s	23.3
комбинация	s	37.4
комбинированный	a	23.5
комиссия	s	167.0
комитет	s	117.3
комментарий	s	43.3
коммерческий	a	121.9
коммуникация	s	36.2
коммунистический	a	25.4
комната	s	86.6
комнатный	a	22.4
компания	s	344.5
компенсация	s	27.8
компетентный	a	22.1
компетенция	s	57.4
комплекс	s	325.8
комплексный	a	106.9
комплект	s	28.0
композиция	s	64.8
компонент	s	189.2
компонента	s	31.4
компьютер	s	85.7
компьютерный	a	74.8
конвенция	s	54.5
конгресс	s	19.9
конденсат	s	21.6
конец	s	445.6
конечно	adv	396.0
конечно	part	56.1
конечный	a	140.6
конкретно	adv	25.2
конкретный	a	280.0
конкурент	s	21.2
конкурентный	a	28.5
конкурентоспособность	s	34.9
конкуренция	s	46.3
конкурс	s	88.8
конкурсный	a	36.9
константа	s	20.2
констатировать	v	22.4
конституционный	a	99.1
конституция	s	84.5
конструирование	s	24.9
конструктивный	a	41.4
конструктор	s	26.2
конструкторский	a	19.5
конструкция	s	142.6
консультация	s	44.4
контакт	s	101.7
контактный	a	21.8
контейнер	s	26.5
контекст	s	77.0
континент	s	20.3
контракт	s	59.1
контролировать	v	59.9
контроль	s	333.3
ландшафтный	a	36.6
лапа	s	32.0
латеральный	a	50.2
латинский	a	31.1
лев	s	24.1
левый	a	112.6
легенда	s	25.3
легкий	a	146.2
легко	adv	130.8
легкое	s	23.0
лед	s	36.1
лежать	v	176.4
лейкоцит	s	20.1
лекарственный	a	65.1
лекарство	s	26.7
лексема	s	20.3
лекция	s	39.4
ленинградский	a	24.4
лента	s	33.9
лес	s	256.9
лесной	a	271.0
лестница	s	21.0
лесхоз	s	44.8
лететь	v	22.7
летний	a	90.9
лето	s	85.5
лечебный	a	27.1
лечение	s	91.2
лечить	v	28.2
лечь	v	23.1
ли	conj	83.5
ли	part	627.2
либо	conj	439.0
лидер	s	52.2
ликвидация	s	62.7
лимфатический	a	20.8
лимфоцит	s	25.1
лингвистический	a	25.5
линейный	a	66.7
линия	s	261.9
лист	s	185.5
литература	s	238.5
литературный	a	64.6
лихорадка	s	34.8
лицензия	s	64.4
лицо	s	1175.9
личинка	s	25.4
лично	adv	57.6
личной	a	22.6
личностный	a	50.8
личность	s	224.2
личный	a	177.0
лишение	s	83.1
лишить	v	40.7
лишний	a	43.7
лишь	part	558.9
логика	s	86.0
логистика	s	48.0
логистический	a	43.9
логический	a	78.0
минимальный	a	177.9
минимум	s	65.9
министерство	s	116.0
министр	s	103.0
минус	s	20.7
минута	s	167.3
мир	s	795.2
мирный	a	34.2
мировой	a	289.6
митрополит	s	20.5
миф	s	33.5
младший	a	48.5
мм	intj	40.7
м-м	intj	20.5
мнение	s	298.7
многие	spro	46.9
многий	apro	391.2
много	adv	58.2
много	num	333.9
многое	spro	111.8
многолетний	a	26.3
многообразие	s	26.7
многочисленный	a	80.6
множество	s	215.7
мобильный	a	28.8
мода	s	26.1
моделирование	s	83.3
модель	s	509.7
модельный	a	20.7
модернизация	s	45.3
модификация	s	45.7
модуль	s	72.5
может	adv	83.1
можно	adv	1420.6
мозг	s	130.4
мой	apro	722.7
мол	part	32.7
молекула	s	103.2
молекулярный	a	54.0
молния	s	21.4
молодежь	s	34.8
молодец	s	31.0
молодой	a	167.4
молоко	s	59.9
молочный	a	28.4
молчать	v	24.4
момент	s	361.5
монастырь	s	58.8
монах	s	19.6
мониторинг	s	59.2
монография	s	29.7
мораль	s	23.3
моральный	a	49.0
море	s	116.7
мороз	s	19.2
морской	a	108.5
морфологический	a	27.0
московский	a	179.5
мост	s	47.6
мотив	s	103.9
насаждение	s	70.6
насекомое	s	34.8
население	s	349.9
населенный	a	21.3
насилие	s	29.3
насколько	adv	79.6
наследие	s	24.2
наследник	s	32.9
наследственный	a	24.1
наследство	s	36.3
насос	s	37.7
настаивать	v	21.6
настолько	adv	65.6
настоящее	s	18.9
настоящий	a	791.3
настроение	s	58.6
наступать	v	38.7
наступить	v	30.3
наступление	s	39.3
насчет	pr	39.2
натрий	s	22.2
натура	s	20.7
натуральный	a	67.1
наука	s	562.6
научиться	v	45.4
научно-исследовательский	a	36.1
научно-технический	a	41.2
научный	a	392.8
находить	v	87.2
находиться	v	496.3
нахождение	s	58.0
национальность	s	25.6
национальный	a	221.7
нация	s	59.6
начало	s	437.5
начальник	s	106.9
начальный	a	96.1
начать	v	265.5
начаться	v	108.0
начинать	v	272.8
начинаться	v	122.4
наш	apro	1102.5
не	part	11853.7
небесный	a	30.0
неблагоприятный	a	25.0
небо	s	67.5
небольшой	a	220.4
неверный	a	20.7
невозможно	adv	87.6
невозможность	s	46.1
невозможный	a	74.8
невысокий	a	23.7
негативный	a	70.5
недавний	a	29.3
недавно	adv	83.9
недвижимость	s	27.3
недвижимый	a	35.2
недействительныйнужда	s	55.4
нуждаться	v	58.5
нужно	adv	312.6
нужный	a	232.9
нуклеотидный	a	35.5
нулевой	a	19.0
нуль	s	31.8
ныне	adv	40.7
нынешний	a	62.4
о	intj	49.2
о	pr	3716.3
об	pr	964.0
оба	num	240.8
обвинение	s	32.9
обвиняемый	s	29.7
обед	s	29.1
обезьяна	s	20.4
обеспечение	s	392.8
обеспечивать	v	276.3
обеспечиваться	v	38.8
обеспечить	v	155.7
обещать	v	33.8
обжалование	s	30.3
обжаловать	v	25.8
обзор	s	43.7
обитание	s	24.4
обитать	v	19.0
обладать	v	234.6
областной	a	49.2
область	s	927.0
облигация	s	35.9
облик	s	30.3
обмен	s	102.7
обнаружение	s	65.9
обнаруживать	v	34.6
обнаруживаться	v	29.3
обнаружить	v	181.5
обновление	s	27.8
обо	pr	25.4
обобщение	s	37.7
обобщенный	a	36.7
обозначать	v	40.8
обозначение	s	44.7
обозначить	v	63.6
обойтись	v	29.3
оболочка	s	110.6
оборона	s	82.1
оборот	s	75.5
оборотный	a	19.9
оборудование	s	224.4
оборудовать	v	20.1
обоснование	s	55.2
обоснованный	a	24.6
обосновать	v	39.2
обособленный	a	21.3
обрабатывать	v	27.3
обработать	v	20.9
обработка	s	216.0
образ	s	834.8
образец	s	238.5
он	spro	5012.9
она	spro	2556.5
они	spro	3539.2
оно	spro	392.5
опасность	s	72.1
опасный	a	85.9
оперативный	a	66.1
оператор	s	68.2
операционный	a	19.9
операция	s	235.3
опираться	v	63.7
описание	s	218.9
описать	v	152.0
описывать	v	93.1
описываться	v	31.5
оплата	s	187.2
опора	s	30.7
опорный	a	19.5
оправдать	v	24.1
определение	s	480.8
определенный	a	414.2
определить	v	262.0
определять	v	306.5
определяться	v	249.1
опрос	s	51.2
опросить	v	21.6
оптимальный	a	105.2
оптимизация	s	51.8
оптический	a	48.5
оптовый	a	35.3
опубликовать	v	82.6
опустить	v	21.8
опухоль	s	20.5
опыт	s	354.1
опытный	a	62.4
опять	adv	135.8
оргазм	s	25.7
орган	s	906.3
организатор	s	32.0
организационный	a	62.4
организация	s	745.4
организм	s	200.1
организованный	a	30.3
организовать	v	72.9
организовывать	v	37.6
органический	a	63.9
орден	s	21.8
оригинальный	a	50.7
ориентация	s	53.3
ориентировать	v	56.1
ориентироваться	v	24.7
орудие	s	31.9
оружие	s	121.8
освещение	s	25.9
освободить	v	30.3
освобождение	s	45.2
освоение	s	63.5
освоить	v	24.4
осень	s	45.7
ослабление	s	20.1
оттенок	s	35.4
оттуда	advpro	28.8
отходы	s	56.2
отчасти	adv	27.8
отчет	s	76.7
отчетливо	adv	24.3
отчетность	s	50.2
отчетный	a	24.0
офис	s	26.5
офицер	s	52.0
официально	adv	22.0
официальный	a	113.5
оформить	v	35.6
оформление	s	63.1
ох	intj	19.7
охарактеризовать	v	21.0
охватить	v	22.2
охватывать	v	48.8
охлаждение	s	27.6
охота	s	22.3
охрана	s	165.7
охранять	v	29.3
оценивание	s	23.4
оценивать	v	67.9
оцениваться	v	36.2
оценить	v	91.0
оценка	s	488.6
очаг	s	38.2
очевидно	adv	105.3
очевидный	a	61.0
очень	adv	1094.3
очередной	a	65.4
очередь	s	212.5
очерк	s	25.7
очертить	v	19.2
очистить	v	30.5
очистка	s	48.9
очко	s	20.7
ошибка	s	131.7
ощущать	v	31.3
ощущение	s	98.0
падать	v	43.4
падение	s	45.4
пакет	s	56.7
палата	s	64.6
палец	s	72.9
памятник	s	51.5
память	s	122.1
панель	s	30.9
папа	s	81.2
пар	s	31.7
пара	s	138.3
парадигма	s	30.5
парадокс	s	31.2
парадоксальный	a	23.0
параллельно	adv	29.8
параллельный	a	37.9
параметр	s	241.0
парень	s	42.3
парк	s	81.1
плохой	a	142.0
площадка	s	53.1
площадь	s	203.8
плюс	conj	24.8
плюс	s	19.5
по	pr	6838.9
побег	s	45.3
победа	s	61.8
победитель	s	21.9
победить	v	22.7
поведение	s	242.1
повезти	v	24.2
поверить	v	35.8
поверхностный	a	79.2
поверхность	s	344.7
повестка	s	26.9
повесть	s	25.9
по-видимому	adv	73.0
повлечь	v	29.3
повлиять	v	24.7
повод	s	138.4
поворот	s	47.6
повредить	v	23.1
повреждение	s	56.7
повседневный	a	27.3
повторение	s	20.3
повторить	v	25.8
повторный	a	34.3
повторять	v	48.7
повторяться	v	28.2
повысить	v	49.8
повышать	v	45.3
повышаться	v	24.3
повышение	s	215.1
повышенный	a	78.6
погашение	s	23.2
погибнуть	v	38.2
поглощение	s	23.7
поговорить	v	39.1
погода	s	35.4
пограничный	a	35.0
под	pr	748.8
подавать	v	39.9
подаваться	v	26.5
подавление	s	24.2
подавлять	v	37.6
подарить	v	33.3
подарок	s	59.3
подать	v	59.5
подача	s	77.2
подбор	s	25.5
подвергаться	v	43.2
подвергнуть	v	21.6
подвижный	a	28.0
подводный	a	40.0
подготовительный	a	21.8
подготовить	v	74.4
подготовка	s	237.5
поддаваться	v	24.9
получатель	s	22.9
получать	v	262.5
получаться	v	114.9
получение	s	260.2
получить	v	840.1
получиться	v	103.1
польза	s	87.4
пользование	s	144.2
пользователь	s	134.4
пользоваться	v	169.3
полюс	s	20.5
поместить	v	37.3
помеха	s	25.6
помещение	s	138.4
помимо	pr	89.1
помнить	v	178.1
помогать	v	120.1
помочь	v	142.7
помощник	s	47.8
помощь	s	475.8
понедельник	s	23.0
понимание	s	188.0
понимать	v	333.6
пониматься	v	43.7
понравиться	v	73.7
понятие	s	384.4
понятно	adv	73.4
понятный	a	58.8
понять	v	266.6
попадать	v	45.9
попасть	v	83.8
поперечный	a	61.9
по-прежнему	adv	36.7
попробовать	v	92.9
попросить	v	40.1
популярность	s	19.2
популярный	a	42.7
популяция	s	49.7
попытаться	v	44.1
попытка	s	119.4
пора	adv	25.9
пора	s	226.4
поражать	v	18.8
поражение	s	70.8
поразить	v	21.9
по-разному	adv	33.9
порог	s	30.8
порода	s	157.0
породить	v	23.5
порождать	v	44.8
порошок	s	27.8
порт	s	27.1
портрет	s	31.2
поручение	s	40.0
поручить	v	19.8
порядок	s	677.7
посадить	v	25.3
посадка	s	44.3
посвятить	v	109.1
поселок	s	27.5
предок	s	22.2
предоставить	v	89.8
предоставление	s	98.0
предоставлять	v	76.1
предоставляться	v	36.2
предотвращение	s	31.0
предполагать	v	135.5
предполагаться	v	58.7
предположение	s	62.8
предположить	v	72.2
предпосылка	s	43.2
предпочитать	v	33.5
предпочтение	s	43.0
предприниматель	s	82.5
предпринимательский	a	41.0
предпринимательство	s	22.9
предпринять	v	28.4
предприятие	s	585.1
председатель	s	92.7
представитель	s	255.7
представительство	s	43.7
представить	v	414.4
представление	s	387.6
представлять	v	412.4
представляться	v	146.2
предстоять	v	37.3
предстоящий	a	21.1
предупреждение	s	44.8
предусматривать	v	73.2
предусматриваться	v	25.6
предусмотреть	v	345.6
предшествовать	v	46.2
предъявить	v	36.9
предъявление	s	33.9
предъявлять	v	37.1
предыдущий	a	95.4
прежде	adv	50.2
прежде	pr	214.7
прежний	a	65.2
президент	s	165.5
президиум	s	31.7
презумпция	s	36.8
преимущественно	adv	62.3
преимущество	s	100.1
прекрасно	adv	41.0
прекрасный	a	74.0
прекратить	v	40.7
прекращаться	v	25.0
прекращение	s	92.7
премия	s	43.5
преобладание	s	21.0
преобладать	v	31.5
преобразование	s	111.3
преодоление	s	39.7
преодолеть	v	29.2
препарат	s	195.6
проблематика	s	29.3
проблемный	a	20.2
пробовать	v	34.9
проведение	s	353.7
проверить	v	60.3
проверка	s	122.7
проверять	v	42.2
провести	v	301.7
провинция	s	22.0
провод	s	20.5
проводить	v	260.6
проводиться	v	162.2
прогноз	s	73.1
прогнозирование	s	45.7
прогнозировать	v	22.9
программа	s	440.9
программирование	s	21.0
программный	a	105.2
прогресс	s	48.3
прогрессивный	a	25.8
прогулка	s	18.7
продавать	v	32.9
продаваться	v	19.5
продавец	s	58.4
продажа	s	108.5
продать	v	30.2
продвижение	s	29.5
продемонстрировать	v	26.8
продолжать	v	134.2
продолжаться	v	68.9
продолжение	s	54.4
продолжительность	s	53.7
продолжить	v	37.4
продольный	a	29.0
продукт	s	335.6
продуктивность	s	24.6
продуктивный	a	24.8
продукция	s	319.2
проект	s	309.7
проектирование	s	68.9
проектный	a	31.7
проживание	s	31.6
проживать	v	48.0
прожить	v	21.2
прозрачный	a	32.0
произведение	s	137.4
произвести	v	88.4
производитель	s	83.8
производительность	s	64.0
производить	v	115.0
производиться	v	117.7
производная	s	21.8
производный	a	26.7
производственный	a	149.0
производство	s	748.4
равный	a	332.2
рад	a	38.9
ради	pr	53.3
радикальный	a	24.9
радио	s	28.8
радиоактивный	a	22.3
радиолокационный	a	23.4
радиус	s	33.3
радоваться	v	19.3
радость	s	55.6
раз	conj	36.1
раз	s	817.7
разбирательство	s	57.2
разбить	v	19.3
разве	part	58.0
разведение	s	32.0
разведка	s	48.7
развернуть	v	24.8
развивать	v	67.4
развиваться	v	108.0
развивающийся	a	25.8
развитие	s	1059.6
развитой	a	80.7
развить	v	23.9
развод	s	22.4
разговаривать	v	45.0
разговор	s	102.7
разграничение	s	19.2
раздел	s	141.0
разделение	s	69.6
разделить	v	74.7
разделять	v	38.8
различать	v	34.6
различаться	v	51.7
различие	s	158.2
различный	a	640.9
разложение	s	18.7
разлом	s	23.7
размер	s	563.8
разместить	v	36.2
размещение	s	72.3
размножение	s	25.2
размышление	s	35.1
разница	s	75.2
разновидность	s	30.7
разнообразие	s	46.1
разнообразный	a	73.8
разность	s	20.7
разный	a	513.0
разобраться	v	34.0
разрабатывать	v	49.4
разрабатываться	v	32.4
разработать	v	236.8
разработка	s	363.3
разработчик	s	27.4
разрез	s	53.2
разрешать	v	25.3
разрешаться	v	26.7
разрешение	s	149.7
рентабельность	s	18.6
рентгеновский	a	22.7
реорганизация	s	26.3
реплика	s	25.1
репродукция	s	23.6
респондент	s	51.3
республика	s	200.2
ресторан	s	23.1
ресурс	s	253.6
референдум	s	65.9
реформа	s	93.8
реформирование	s	20.8
рецепт	s	19.2
рецептор	s	23.4
речь	s	247.3
решать	v	119.6
решаться	v	47.1
решающий	a	34.0
решение	s	1122.3
решетка	s	30.8
решить	v	215.3
римский	a	46.1
риск	s	123.4
рисовать	v	23.3
рисунок	s	776.2
ритм	s	29.7
ровно	adv	19.0
рог	s	29.3
род	s	247.3
родина	s	39.1
родитель	s	196.6
родительский	a	27.1
родить	v	31.9
родиться	v	69.0
родной	a	51.7
родственник	s	49.0
рождаться	v	26.3
рождение	s	121.7
роза	s	32.0
розничный	a	32.7
розовый	a	28.8
роль	s	400.3
роман	s	109.0
российский	a	1425.8
рост	s	336.3
рот	s	37.3
рубеж	s	69.1
рубка	s	38.8
рубль	s	307.3
